ensembl_id	ensembl_strand	ensembl_bp_start	ensembl_bp_end	transcript_biotype	HGNC	ensembl_chromosome
ENSG00000154175	-1	100468000	100712359	protein_coding+retained_intron+processed_transcript+nonsense_mediated_decay	ABI3BP	3
ENSG00000081148	-1	100945570	101039404	protein_coding	IMPG2	3
ENSG00000138468	-1	101043049	101232085	protein_coding+retained_intron	SENP7	3
ENSG00000174173	1	101280706	101285290	protein_coding	RG9MTD1	3
ENSG00000081154	1	101292939	101313281	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	PCNP	3
ENSG00000066422	-1	101367733	101396339	protein_coding+retained_intron	ZBTB11	3
ENSG00000256628	1	101395274	101396431	protein_coding	-	3
ENSG00000182504	1	101442769	101489406	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	CEP97	3
ENSG00000144815	1	101498046	101547073	protein_coding+processed_transcript	FAM55C	3
ENSG00000144802	1	101546835	101579866	protein_coding+retained_intron	NFKBIZ	3
ENSG00000170044	1	101818088	102198685	protein_coding+processed_transcript	ZPLD1	3
ENSG00000170017	1	105085753	105295744	protein_coding+retained_intron+processed_transcript	ALCAM	3
ENSG00000114423	-1	105374305	105588396	protein_coding+retained_intron	CBLB	3
ENSG00000242759	-1	106555658	106959488	processed_transcript	-	3
ENSG00000243701	1	106959539	107045811	processed_transcript	-	3
ENSG00000138483	1	107096188	107097481	protein_coding	CCDC54	3
ENSG00000245070	1	107149777	107182756	lincRNA	-	3
ENSG00000114439	1	107241783	107530171	protein_coding+retained_intron+processed_transcript	BBX	3
ENSG00000241469	-1	107560509	107596926	lincRNA	-	3
ENSG00000240423	1	107602095	107647754	protein_coding	-	3
ENSG00000196776	-1	107762145	107809872	processed_transcript+protein_coding	CD47	3
ENSG00000114446	-1	107879659	107941417	protein_coding+processed_transcript+nonsense_mediated_decay+retained_intron	IFT57	3
ENSG00000221724	1	108039239	108039325	miRNA	-	3
ENSG00000114455	1	108015376	108097132	protein_coding	HHLA2	3
ENSG00000144821	-1	108099216	108248169	protein_coding+retained_intron+processed_transcript	MYH15	3
ENSG00000163507	-1	108268833	108308491	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	KIAA1524	3
ENSG00000198919	1	108308337	108413693	protein_coding+nonsense_mediated_decay	DZIP3	3
ENSG00000163515	-1	108462271	108476231	processed_transcript+protein_coding	RETNLB	3
ENSG00000163519	1	108541545	108573852	protein_coding+processed_transcript	TRAT1	3
ENSG00000138472	-1	108626639	108672742	protein_coding	GUCA1C	3
ENSG00000114487	-1	108677086	108836989	protein_coding	MORC1	3
ENSG00000241224	1	108855561	108868973	lincRNA	-	3
ENSG00000214381	1	108897012	108904104	lincRNA	LINC00488	3
ENSG00000163530	-1	109012635	109035364	protein_coding	DPPA2	3
ENSG00000121570	-1	109044988	109056419	protein_coding+retained_intron+processed_transcript+nonsense_mediated_decay	DPPA4	3
ENSG00000242029	1	109366954	109529708	lincRNA	-	3
ENSG00000206532	-1	110607231	110612323	protein_coding	-	3
ENSG00000242242	-1	110612555	110790400	antisense	PVRL3-AS1	3
ENSG00000177707	1	110788918	110994410	protein_coding+processed_transcript	PVRL3	3
ENSG00000177494	-1	111311747	111314290	protein_coding	ZBED2	3
ENSG00000153283	1	111260926	111384597	protein_coding+nonsense_mediated_decay	CD96	3
ENSG00000240891	1	111393523	111565294	protein_coding+processed_transcript+retained_intron	PLCXD2	3
ENSG00000144824	1	111451327	111695364	protein_coding+processed_transcript+retained_intron	PHLDB2	3
ENSG00000144827	1	111697857	111712210	nonsense_mediated_decay+retained_intron+protein_coding	ABHD10	3
ENSG00000144834	1	111717511	111732734	protein_coding	TAGLN3	3
ENSG00000114529	1	111805182	111849851	nonsense_mediated_decay+protein_coding+retained_intron+processed_transcript	C3orf52	3
ENSG00000174500	-1	111839688	111852152	protein_coding+nonsense_mediated_decay	GCET2	3
ENSG00000239482	1	112021325	112051638	processed_transcript	-	3
ENSG00000091972	1	112051915	112081659	nonsense_mediated_decay+protein_coding	CD200	3
ENSG00000186265	-1	112182815	112218408	protein_coding+processed_transcript+retained_intron	BTLA	3
ENSG00000144848	-1	112251356	112280893	protein_coding+retained_intron+processed_transcript+nonsense_mediated_decay	ATG3	3
ENSG00000138459	1	112280556	112304424	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	SLC35A5	3
ENSG00000091986	-1	112323407	112368377	protein_coding+processed_transcript	CCDC80	3
ENSG00000240893	-1	112455294	112468166	lincRNA	-	3
ENSG00000163606	-1	112640056	112693969	protein_coding	CD200R1	3
ENSG00000163607	1	112709765	112733907	protein_coding+nonsense_mediated_decay	GTPBP8	3
ENSG00000163608	-1	112721287	112738708	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	C3orf17	3
ENSG00000243795	-1	112861197	112886666	lincRNA	-	3
ENSG00000144857	1	112929850	113006303	protein_coding+retained_intron+processed_transcript+nonsense_mediated_decay	BOC	3
ENSG00000206530	-1	113005777	113160457	nonsense_mediated_decay+protein_coding+retained_intron+processed_transcript	WDR52	3
ENSG00000163611	-1	113161565	113234034	protein_coding+retained_intron	SPICE1	3
ENSG00000072858	1	113251143	113348425	protein_coding+retained_intron+processed_transcript	SIDT1	3
ENSG00000176542	-1	113367232	113415493	protein_coding+retained_intron	KIAA2018	3
ENSG00000121579	-1	113437841	113465147	protein_coding+nonsense_mediated_decay+processed_transcript	NAA50	3
ENSG00000239280	-1	113459670	113460101	processed_pseudogene	-	3
ENSG00000114573	1	113465664	113530903	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	ATP6V1A	3
ENSG00000178075	1	113547029	113666021	processed_transcript+protein_coding+retained_intron+nonsense_mediated_decay	GRAMD1C	3
ENSG00000184307	1	113666748	113684248	protein_coding+nonsense_mediated_decay+processed_transcript	ZDHHC23	3
ENSG00000163617	-1	113682984	113775460	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	KIAA1407	3
ENSG00000151576	1	113724680	113807269	protein_coding+processed_transcript+retained_intron	QTRTD1	3
ENSG00000151577	-1	113847499	113918254	protein_coding	DRD3	3
ENSG00000241490	1	113933160	113955051	processed_transcript+retained_intron	-	3
ENSG00000174255	-1	113953483	113956425	nonsense_mediated_decay+protein_coding	ZNF80	3
ENSG00000181847	1	113995760	114029135	protein_coding+retained_intron+processed_transcript	TIGIT	3
ENSG00000207770	-1	114035322	114035416	miRNA	MIR568	3
ENSG00000241560	1	114070658	114107825	antisense	ZBTB20-AS1	3
ENSG00000181722	-1	114056941	114866118	protein_coding+processed_transcript	ZBTB20	3
ENSG00000172020	1	115342171	115440337	protein_coding	GAP43	3
ENSG00000240922	1	116078871	116088937	antisense	LSAMP-AS1	3
ENSG00000243197	1	116428626	116442428	antisense	LSAMP-AS3	3
ENSG00000185565	-1	115528641	117716095	protein_coding+processed_transcript+retained_intron	LSAMP	3
ENSG00000242385	1	116640278	116651085	antisense	LSAMP-AS4	3
ENSG00000239877	1	118661920	118667071	antisense	IGSF11-AS1	3
ENSG00000144847	-1	118619404	118864915	protein_coding+processed_transcript	IGSF11	3
ENSG00000114638	1	118892364	118924000	protein_coding	UPK1B	3
ENSG00000121578	-1	118930579	118959950	protein_coding+nonsense_mediated_decay+processed_transcript	B4GALT4	3
ENSG00000031081	1	119013220	119139561	protein_coding	ARHGAP31	3
ENSG00000176142	-1	119148347	119187677	nonsense_mediated_decay+protein_coding+retained_intron+processed_transcript	TMEM39A	3
ENSG00000163389	1	119187785	119213555	protein_coding+nonsense_mediated_decay+retained_intron	POGLUT1	3
ENSG00000113845	1	119217379	119243937	protein_coding+nonsense_mediated_decay+retained_intron	TIMMDC1	3
ENSG00000121594	-1	119243140	119278449	protein_coding+retained_intron	CD80	3
ENSG00000144843	1	119298115	119308792	protein_coding+processed_transcript	ADPRH	3
ENSG00000144837	1	119316689	119348658	protein_coding+retained_intron	PLA1A	3
ENSG00000121577	-1	119355304	119384171	nonsense_mediated_decay+protein_coding+processed_transcript+retained_intron	POPDC2	3
ENSG00000183833	1	119421869	119485949	retained_intron+protein_coding+nonsense_mediated_decay+processed_transcript	C3orf15	3
ENSG00000239994	-1	119462986	119468040	antisense	-	3
ENSG00000144852	1	119499331	119537332	protein_coding+retained_intron	NR1I2	3
ENSG00000082701	-1	119540170	119813264	protein_coding+retained_intron+processed_transcript	GSK3B	3
ENSG00000242622	1	119813742	119855630	processed_transcript+retained_intron	-	3
ENSG00000175697	-1	119883492	120003941	nonsense_mediated_decay+protein_coding+retained_intron	GPR156	3
ENSG00000163428	-1	120043356	120068186	protein_coding	LRRC58	3
ENSG00000163430	-1	120111140	120170100	protein_coding+retained_intron+processed_transcript	FSTL1	3
ENSG00000065518	1	120315156	120321347	protein_coding+nonsense_mediated_decay+retained_intron	NDUFB4	3
ENSG00000113924	-1	120347020	120401418	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	HGD	3
ENSG00000144840	-1	120405528	120461840	protein_coding+nonsense_mediated_decay+processed_transcript	RABL3	3
ENSG00000153767	1	120461484	120501916	protein_coding+retained_intron	GTF2E1	3
ENSG00000145087	1	120626919	121143608	protein_coding+nonsense_mediated_decay	STXBP5L	3
ENSG00000051341	-1	121150274	121265488	protein_coding+processed_transcript	POLQ	3
ENSG00000163833	1	121311966	121349139	protein_coding	FBXO40	3
ENSG00000180353	-1	121350246	121379774	protein_coding+processed_transcript+nonsense_mediated_decay+retained_intron	HCLS1	3
ENSG00000173230	-1	121382046	121468602	protein_coding+nonsense_mediated_decay+processed_transcript	GOLGB1	3
ENSG00000173226	-1	121488610	121553926	protein_coding+nonsense_mediated_decay+retained_intron	IQCB1	3
ENSG00000145088	1	121554030	121605373	nonsense_mediated_decay+processed_transcript+protein_coding	EAF2	3
ENSG00000163406	1	121612936	121663034	protein_coding+processed_transcript	SLC15A2	3
ENSG00000145103	-1	121706170	121741051	protein_coding+processed_transcript	ILDR1	3
ENSG00000114013	1	121774213	121839983	protein_coding+retained_intron+processed_transcript	CD86	3
ENSG00000036828	1	121902530	122005342	protein_coding+retained_intron	CASR	3
ENSG00000121552	1	122044091	122060819	protein_coding	CSTA	3
ENSG00000160124	-1	122078438	122102078	protein_coding+processed_transcript+retained_intron	CCDC58	3
ENSG00000114023	1	122103023	122131181	protein_coding	FAM162A	3
ENSG00000196981	-1	122130715	122134882	protein_coding	WDR5B	3
ENSG00000114030	-1	122140796	122233792	protein_coding+processed_transcript+nonsense_mediated_decay	KPNA1	3
ENSG00000138496	-1	122246806	122283424	protein_coding+retained_intron	PARP9	3
ENSG00000163840	1	122283085	122294050	protein_coding	DTX3L	3
ENSG00000173200	1	122296449	122357894	protein_coding+processed_transcript	PARP15	3
ENSG00000173193	1	122399465	122449687	protein_coding+processed_transcript+nonsense_mediated_decay+retained_intron	PARP14	3
ENSG00000169087	-1	122458846	122512671	processed_transcript+protein_coding	HSPBAP1	3
ENSG00000138463	1	122513642	122599986	protein_coding+nonsense_mediated_decay	DIRC2	3
ENSG00000082684	-1	122628041	122747452	protein_coding+nonsense_mediated_decay+processed_transcript	SEMA5B	3
ENSG00000065485	1	122785909	122944074	nonsense_mediated_decay+protein_coding+processed_transcript	PDIA5	3
ENSG00000121542	1	122920774	122992977	processed_transcript+nonsense_mediated_decay+protein_coding	SEC22A	3
ENSG00000173175	-1	123001143	123168605	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	ADCY5	3
ENSG00000206527	-1	123209667	123304032	processed_transcript+protein_coding+retained_intron	PTPLB	3
ENSG00000239523	1	123304389	123363415	processed_transcript	MYLK-AS1	3
ENSG00000065534	-1	123328896	123603178	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	MYLK	3
ENSG00000175455	-1	123616152	123680564	processed_transcript+protein_coding+nonsense_mediated_decay+retained_intron	CCDC14	3
ENSG00000065371	-1	123687368	123711025	protein_coding+nonsense_mediated_decay+retained_intron	ROPN1	3
ENSG00000160145	1	123798870	124440036	protein_coding+processed_transcript+retained_intron	KALRN	3
ENSG00000114491	1	124449213	124464040	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	UMPS	3
ENSG00000082781	-1	124480795	124606674	protein_coding+retained_intron+processed_transcript+nonsense_mediated_decay	ITGB5	3
ENSG00000173702	-1	124624289	124672663	protein_coding+retained_intron+processed_transcript	MUC13	3
ENSG00000173706	-1	124684554	124774802	protein_coding+processed_transcript+nonsense_mediated_decay+retained_intron	HEG1	3
ENSG00000221955	-1	124801480	124998021	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	SLC12A8	3
ENSG00000163848	-1	124944405	125094198	protein_coding+processed_transcript	ZNF148	3
ENSG00000229048	1	125029725	125030194	processed_pseudogene	DUTP1	3
ENSG00000114520	-1	125165495	125239041	protein_coding+nonsense_mediated_decay+processed_transcript	SNX4	3
ENSG00000144909	-1	125247702	125313934	protein_coding	OSBPL11	3
ENSG00000241346	-1	125534925	125535129	processed_pseudogene	-	3
ENSG00000114544	-1	125725198	125820404	protein_coding+processed_transcript+retained_intron+nonsense_mediated_decay	SLC41A3	3
ENSG00000144908	-1	125822412	125916837	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	ALDH1L1	3
ENSG00000246022	1	125898908	125929012	processed_transcript	ALDH1L1-AS2	3
ENSG00000163884	-1	126061478	126076285	protein_coding+processed_transcript	KLF15	3
ENSG00000249833	-1	126111875	126113694	antisense	-	3
ENSG00000163885	1	126113782	126155399	processed_transcript+protein_coding+retained_intron	CCDC37	3
ENSG00000070476	-1	126156444	126194762	retained_intron+protein_coding+nonsense_mediated_decay	ZXDC	3
ENSG00000159650	-1	126200124	126236616	protein_coding	UROC1	3
ENSG00000180767	1	126243126	126262134	protein_coding	CHST13	3
ENSG00000180697	-1	126245842	126277808	nonsense_mediated_decay+protein_coding	C3orf22	3
ENSG00000198284	1	126379452	126390782	transcribed_processed_pseudogene+processed_transcript	NUP210P1	3
ENSG00000159685	1	126423063	126679249	protein_coding+nonsense_mediated_decay+processed_transcript	CHCHD6	3
ENSG00000114554	1	126707437	126756235	protein_coding+retained_intron+processed_transcript	PLXNA1	3
ENSG00000214324	1	126911974	126917025	protein_coding	C3orf56	3
ENSG00000244215	-1	127041150	127109513	lincRNA	-	3
ENSG00000163870	-1	127291912	127317094	protein_coding+nonsense_mediated_decay+processed_transcript	TPRA1	3
ENSG00000073111	1	127317066	127341276	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	MCM2	3
ENSG00000114631	1	127348024	127391652	protein_coding	PODXL2	3
ENSG00000114626	1	127391778	127399768	nonsense_mediated_decay+protein_coding+retained_intron+processed_transcript	ABTB1	3
ENSG00000074416	-1	127407909	127558019	protein_coding+processed_transcript	MGLL	3
ENSG00000187715	1	127634075	127706514	protein_coding+processed_transcript+retained_intron	KBTBD12	3
ENSG00000058262	1	127770484	127790526	protein_coding+retained_intron+processed_transcript	SEC61A1	3
ENSG00000175792	-1	127783625	127872757	protein_coding+processed_transcript	RUVBL1	3
ENSG00000132394	1	127872297	128127485	protein_coding+processed_transcript	EEFSEC	3
ENSG00000179407	-1	128181282	128186091	protein_coding	DNAJB8	3
ENSG00000242049	1	128182437	128191160	antisense	DNAJB8-AS1	3
ENSG00000179348	-1	128198270	128212028	protein_coding+processed_transcript	GATA2	3
ENSG00000244300	1	128208055	128221191	processed_transcript	-	3
ENSG00000198685	-1	128290843	128294929	protein_coding	C3orf27	3
ENSG00000163902	-1	128338817	128399918	protein_coding+processed_transcript+nonsense_mediated_decay+retained_intron	RPN1	3
ENSG00000075785	1	128444965	128533639	protein_coding+retained_intron	RAB7A	3
ENSG00000177646	1	128598439	128634910	processed_transcript+nonsense_mediated_decay+protein_coding+retained_intron	ACAD9	3
ENSG00000114656	-1	128628709	128721533	protein_coding+processed_transcript	KIAA1257	3
ENSG00000114654	1	128720472	128759585	protein_coding+retained_intron	CCDC48	3
ENSG00000169704	1	128779610	128781249	protein_coding	GP9	3
ENSG00000240682	-1	128806418	128880136	protein_coding+processed_transcript+retained_intron+nonsense_mediated_decay	ISY1	3
ENSG00000169714	-1	128888327	128902765	protein_coding+retained_intron	CNBP	3
ENSG00000181789	1	128968449	128996614	protein_coding+retained_intron+nonsense_mediated_decay	COPG	3
ENSG00000183624	1	128997671	129024146	protein_coding	C3orf37	3
ENSG00000184897	-1	129033615	129035120	protein_coding	H1FX	3
ENSG00000206417	1	129034235	129045068	antisense	H1FX-AS1	3
ENSG00000251474	-1	129101765	129118498	processed_transcript+transcribed_unprocessed_pseudogene	RPL32P3	3
ENSG00000172771	-1	129120164	129147494	protein_coding+retained_intron	C3orf25	3
ENSG00000129071	-1	129149787	129158878	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	MBD4	3
ENSG00000163913	1	129158968	129239198	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	IFT122	3
ENSG00000163914	1	129247483	129254012	protein_coding	RHO	3
ENSG00000178804	1	129262057	129270310	protein_coding	H1FOO	3
ENSG00000004399	-1	129274018	129325661	protein_coding+retained_intron+nonsense_mediated_decay	PLXND1	3
ENSG00000172765	-1	129366635	129612419	protein_coding+retained_intron+processed_transcript	TMCC1	3
ENSG00000203644	-1	129565893	129566800	pseudogene	-	3
ENSG00000170893	1	129693148	129696781	protein_coding	TRH	3
ENSG00000172752	1	130064359	130203688	nonsense_mediated_decay+protein_coding	COL6A5	3
ENSG00000206384	1	130279178	130395888	protein_coding+nonsense_mediated_decay	COL6A6	3
