Ensembl Gene ID	Strand	Gene Start (bp)	Gene End (bp)	Gene Biotype	HGNC symbol	Chromosome Name
ENSG00000200924	1	44119829	44119935	snRNA	RNU6-1048P	2
ENSG00000269881	1	299546	319942	protein_coding		16
ENSG00000220730	1	76295838	76296177	pseudogene		6
ENSG00000231728	-1	103172005	103174131	antisense		X
ENSG00000242889	1	55695469	55695759	misc_RNA	RN7SL449P	17
ENSG00000261888	1	81061205	81063860	lincRNA		17
ENSG00000235652	1	146136048	146207721	antisense		6
ENSG00000219391	-1	44293033	44293293	pseudogene		2
ENSG00000237571	1	216139715	216142670	lincRNA		2
ENSG00000135540	-1	138743180	139013708	protein_coding	NHSL1	6
ENSG00000238447	-1	55762890	55762953	snRNA	RNU7-134P	17
ENSG00000143845	-1	204100190	204121307	protein_coding	ETNK2	1
ENSG00000236790	-1	8147901	8523751	lincRNA	LINC00299	2
ENSG00000249555	-1	126644422	126645372	pseudogene	TMEM248P1	4
ENSG00000252906	-1	175937534	175937676	snoRNA	SCARNA3	1
ENSG00000267539	-1	71121469	71123745	lincRNA		15
ENSG00000240502	1	231029887	231030173	misc_RNA	RN7SL837P	1
ENSG00000238663	1	216167489	216167587	snoRNA		2
ENSG00000203408	-1	55770582	55771520	pseudogene	OR6C71P	12
ENSG00000248553	-1	5572892	5573793	pseudogene	OR52H2P	11
ENSG00000265542	-1	55849307	55912110	lincRNA		17
ENSG00000244501	1	170293839	170294146	misc_RNA	RN7SL623P	5
ENSG00000252137	1	76302771	76302861	snRNA	RNU6-1338P	6
ENSG00000238985	-1	231031178	231031250	snoRNA		1
ENSG00000228686	1	175986413	175987896	antisense		1
ENSG00000230695	1	216300976	216301715	antisense		2
ENSG00000252599	-1	44381928	44382034	snRNA	RNU6-566P	2
ENSG00000262898	1	81091900	81125376	lincRNA		17
ENSG00000134057	1	68462837	68474072	protein_coding	CCNB1	5
ENSG00000238261	1	143377281	143401533	lincRNA		1
ENSG00000253966	1	170323933	170331465	pseudogene		5
ENSG00000253934	1	16232127	16232591	pseudogene	MRPL49P2	8
ENSG00000251649	1	126991863	126993159	lincRNA		4
ENSG00000217488	-1	76320674	76321661	pseudogene		6
ENSG00000252131	-1	231124735	231124869	miRNA		1
ENSG00000187008	-1	71963441	72033877	processed_transcript	PKD1L3	16
ENSG00000249639	1	134786303	134794387	antisense		5
ENSG00000236021	1	176176784	176198466	antisense		1
ENSG00000222976	1	55866810	55867093	misc_RNA	RN7SKP94	17
ENSG00000251284	1	69990992	69992169	pseudogene		4
ENSG00000188850	1	43336266	43348818	pseudogene		5
ENSG00000225166	1	216318430	216328594	lincRNA		2
ENSG00000221290	-1	231155574	231155670	miRNA	MIR1182	1
ENSG00000256695	1	120827349	120833797	lincRNA		12
ENSG00000259744	-1	71141222	71142109	sense_intronic		15
ENSG00000187103	1	146492451	146492983	pseudogene	FUNDC2P3	6
ENSG00000142731	1	128802016	128820350	protein_coding	PLK4	4
ENSG00000262952	1	81159765	81168959	lincRNA		17
ENSG00000273249	-1	136997364	137000894	antisense		9
ENSG00000252297	1	124354654	124354759	snRNA	RNU6-875P	8
ENSG00000213880	-1	29770972	29771768	pseudogene	RPL7AP7	6
ENSG00000232463	-1	176200336	176200966	pseudogene		1
ENSG00000252498	1	76353800	76353893	snRNA	RNU6-1016P	6
ENSG00000251005	-1	127027294	127028078	pseudogene		4
ENSG00000264914	1	55989694	55999942	antisense		17
ENSG00000227934	1	231157357	231157929	pseudogene		1
ENSG00000207704	1	124360274	124360370	miRNA	MIR548AA1	8
ENSG00000207704	1	124360274	124360370	miRNA	MIR548D1	8
ENSG00000106565	-1	150488373	150498448	protein_coding	TMEM176B	7
ENSG00000200091	-1	76364686	76365015	misc_RNA	RN7SKP163	6
ENSG00000228618	1	216341390	216344971	lincRNA		2
ENSG00000253184	1	16461764	16522388	lincRNA		8
ENSG00000219355	-1	120888240	120888606	pseudogene	RPL31P52	12
ENSG00000222971	1	146661556	146661660	rRNA	RNA5SP222	6
ENSG00000233606	1	55782229	55783158	pseudogene	OR6C66P	12
ENSG00000240935	1	106998562	107010027	pseudogene	PLGLA	2
ENSG00000259470	1	71151053	71152501	pseudogene	KRT8P9	15
ENSG00000252156	-1	76477776	76477875	snRNA	RNU6-155P	6
ENSG00000237042	-1	29780342	29780473	pseudogene	MICG	6
ENSG00000254388	1	124364421	124364883	pseudogene	DUTP2	8
ENSG00000216811	-1	146686067	146686630	pseudogene		6
ENSG00000229595	-1	231253577	231254071	pseudogene		1
ENSG00000163611	-1	113161565	113234034	protein_coding	SPICE1	3
ENSG00000223169	-1	76574956	76575052	rRNA	RNA5SP209	6
ENSG00000230312	1	103182679	103183597	pseudogene		X
ENSG00000234938	-1	216395170	216410249	lincRNA		2
ENSG00000253025	-1	176212998	176213165	snRNA	RNU2-12P	1
ENSG00000229142	-1	29795162	29796141	pseudogene	HCG4P8	6
ENSG00000248008	-1	120928131	120933743	antisense	DYNLL1-AS1	12
ENSG00000232101	-1	128908728	128908878	pseudogene		2
ENSG00000224637	1	44393405	44394082	pseudogene		2
ENSG00000256692	-1	81165854	81165944	pseudogene		17
ENSG00000239132	1	76575681	76575783	snoRNA		6
ENSG00000264112	-1	56066400	56072211	lincRNA		17
ENSG00000227815	1	176241619	176242538	pseudogene		1
ENSG00000257414	1	55790124	55790481	pseudogene	OR6C73P	12
ENSG00000168843	-1	162305049	163085187	protein_coding	FSTL5	4
ENSG00000250100	1	69997069	70000532	pseudogene		4
ENSG00000200040	1	76638230	76638342	misc_RNA		6
ENSG00000237468	-1	146915652	146920067	lincRNA		6
ENSG00000253496	-1	16534414	16772553	lincRNA		8
ENSG00000233265	-1	29820140	29820268	pseudogene	MICF	6
ENSG00000228716	-1	79922047	79950802	protein_coding	DHFR	5
ENSG00000222652	1	76802551	76802657	snRNA	RNU6-248P	6
ENSG00000230521	-1	29855071	29856045	pseudogene	HCG4P7	6
ENSG00000254294	1	124412822	124414335	pseudogene	IMPDH1P6	8
ENSG00000262094	-1	81168296	81175490	lincRNA		17
ENSG00000231049	1	5582197	5583147	pseudogene	OR52B5P	11
ENSG00000221676	-1	137029561	137029686	snRNA	RNU6ATAC	9
ENSG00000238697	-1	77156705	77156806	snRNA	RNU6-261P	6
ENSG00000235710	-1	231319844	231323373	antisense		1
ENSG00000229758	1	128957475	128957769	pseudogene	DYNLT3P2	2
ENSG00000242276	-1	71355440	71356328	pseudogene	RPL5P3	15
ENSG00000153214	1	112812800	112876895	protein_coding	TMEM87B	2
ENSG00000236635	-1	77232168	77303340	lincRNA		6
ENSG00000231020	-1	176274808	176275231	pseudogene		1
ENSG00000237525	1	216397856	216578618	lincRNA		2
ENSG00000273106	-1	44394764	44395998	antisense		2
ENSG00000212133	-1	88683013	88683116	snRNA	RNU6-1168P	2
ENSG00000207465	1	146960836	146960905	snRNA	RNU6-734P	6
ENSG00000206341	1	29855350	29858259	pseudogene	HLA-H	6
ENSG00000260831	1	103197629	103202112	sense_intronic		X
ENSG00000225740	-1	19949081	19949408	pseudogene	TCEB1P6	Y
ENSG00000272445	-1	77267370	77267471	snRNA		6
ENSG00000179899	-1	55804263	55808633	pseudogene	PHC1P1	12
ENSG00000228283	-1	147123495	147124960	pseudogene	KATNBL1P6	6
ENSG00000252395	1	88714417	88714523	snRNA	RNU6-1007P	2
ENSG00000223620	1	127484664	127485931	pseudogene	RBM48P1	4
ENSG00000273473	1	137033891	137034462	lincRNA		9
ENSG00000222407	-1	231417160	231417270	rRNA	RNA5SP80	1
ENSG00000249492	1	43484061	43509458	processed_transcript		5
ENSG00000227067	-1	103216382	103216864	pseudogene	DPPA3P1	X
ENSG00000233646	-1	5587908	5588846	pseudogene	OR52T1P	11
ENSG00000231762	1	77370203	77372487	pseudogene		6
ENSG00000224291	1	88727597	88728134	pseudogene		2
ENSG00000259964	-1	71439989	71481381	antisense		15
ENSG00000223982	-1	231611702	231612034	pseudogene	SNRPD2P2	1
ENSG00000142188	-1	34804792	34852318	protein_coding	TMEM50B	21
ENSG00000254113	-1	124575310	124581002	lincRNA		8
ENSG00000225904	-1	176336835	176337537	pseudogene	MORF4L1P7	1
ENSG00000222601	-1	120942374	120942462	misc_RNA		12
ENSG00000232938	1	81174666	81188573	pseudogene		17
ENSG00000251840	1	124600999	124601286	misc_RNA	RN7SKP155	8
ENSG00000140563	1	94774767	95023632	protein_coding	MCTP2	15
ENSG00000229138	-1	19993979	19995588	pseudogene	CDY6P	Y
ENSG00000112081	1	36562145	36573377	protein_coding	SRSF3	6
ENSG00000237514	-1	176585404	176585925	pseudogene	PTP4A1P7	1
ENSG00000233320	1	103230535	103230898	pseudogene	H2BFXP	X
ENSG00000199862	-1	127949262	127949374	misc_RNA		4
ENSG00000251427	1	70010452	70013389	pseudogene		4
ENSG00000239052	-1	44466707	44466800	snoRNA		2
ENSG00000250945	-1	127964585	127998917	lincRNA		4
ENSG00000223729	-1	137185777	137187243	lincRNA		9
ENSG00000253286	1	124626465	124670810	antisense		8
ENSG00000269799	1	16912237	16912525	sense_intronic		19
ENSG00000271945	1	77484700	77485577	lincRNA		6
ENSG00000226972	1	44497760	44498245	pseudogene		2
ENSG00000268743	1	16954836	16957284	sense_intronic		19
ENSG00000239921	-1	127199533	127255655	lincRNA		3
ENSG00000243708	1	42120283	42140345	protein_coding	PLA2G4B	15
ENSG00000233461	-1	231658134	231664302	antisense		1
ENSG00000227981	-1	216444130	216447358	lincRNA		2
ENSG00000128000	-1	40534167	40562116	protein_coding	ZNF780B	19
ENSG00000219253	1	78205836	78206388	pseudogene	RPS6P7	6
ENSG00000252896	-1	45009185	45009269	miRNA		2
ENSG00000231130	1	29864431	29865563	pseudogene	HLA-T	6
ENSG00000264092	-1	16720709	16721005	misc_RNA	RN7SL474P	8
ENSG00000264250	1	17018272	17018531	misc_RNA	RN7SL835P	19
ENSG00000266811	-1	143424141	143424215	miRNA	MIR3118-2	1
ENSG00000266811	-1	143424141	143424215	miRNA	MIR3118-3	1
ENSG00000266811	-1	143424141	143424215	miRNA	MIR3118-1	1
ENSG00000253213	1	170678870	170679986	pseudogene		5
ENSG00000229534	-1	5592477	5593422	pseudogene	HNRNPA1P53	11
ENSG00000263595	-1	17021303	17021594	misc_RNA	RN7SL823P	19
ENSG00000249855	-1	43495175	43496556	pseudogene	EEF1A1P19	5
ENSG00000241030	-1	120960467	120961246	pseudogene	RPL29P24	12
ENSG00000249258	1	16988690	17007298	lincRNA		8
ENSG00000272302	-1	143437327	143437409	miRNA		1
ENSG00000233452	-1	147163037	147525750	antisense	STXBP5-AS1	6
ENSG00000268985	1	17119999	17124270	antisense		19
ENSG00000254000	-1	124936999	124938173	lincRNA		8
ENSG00000240562	1	127208396	127209630	lincRNA		3
ENSG00000250481	-1	4974803	5034380	lincRNA		5
ENSG00000263897	1	137271257	137271318	miRNA	MIR4669	9
ENSG00000226897	1	143498344	143517299	lincRNA		1
ENSG00000233677	1	29874320	29874686	pseudogene	DDX39BP1	6
ENSG00000252450	-1	32752053	32752162	misc_RNA		1
ENSG00000235946	-1	103317106	103317601	pseudogene		X
ENSG00000117400	1	43803478	43818443	protein_coding	MPL	1
ENSG00000202609	-1	176998499	176998581	miRNA	MIR488	1
ENSG00000259781	-1	71457109	71457754	pseudogene		15
ENSG00000268289	1	17162804	17165897	antisense		19
ENSG00000250167	1	134895267	134970564	antisense		5
ENSG00000223795	1	137397318	137413288	lincRNA		9
ENSG00000261737	-1	87169185	87170145	antisense		1
ENSG00000181171	-1	124996378	125053023	antisense	FER1L6-AS1	8
ENSG00000233775	-1	32814795	32816264	lincRNA		1
ENSG00000090470	-1	65409717	65426174	protein_coding	PDCD7	15
ENSG00000214336	-1	88747726	88752131	processed_transcript	FOXI3	2
ENSG00000235963	-1	29875560	29876422	pseudogene	MCCD1P1	6
ENSG00000269066	-1	17206228	17210117	antisense		19
ENSG00000169515	-1	46913629	46916841	protein_coding	CCDC8	19
ENSG00000222749	-1	177155496	177155588	miRNA		1
ENSG00000221413	1	127383547	127383653	miRNA		3
ENSG00000235566	-1	143527555	143533272	lincRNA		1
ENSG00000252932	1	78646918	78646988	snoRNA		6
ENSG00000235770	-1	216476286	216708445	lincRNA	LINC00607	2
ENSG00000230721	1	87250596	87251150	pseudogene		1
ENSG00000252387	1	170710663	170710717	snoRNA		5
ENSG00000238603	-1	143647014	143647177	snRNA	RNVU1-1	1
ENSG00000224485	1	20020635	20022686	pseudogene	USP9YP7	Y
ENSG00000259439	-1	45147332	45166338	lincRNA		2
ENSG00000201210	1	127682451	127682567	rRNA	RNA5SP139	3
ENSG00000268056	-1	17263398	17278861	antisense		19
ENSG00000230309	-1	79314184	79315753	lincRNA		6
ENSG00000224968	1	177320722	177335408	lincRNA		1
ENSG00000227262	-1	29893760	29894750	pseudogene	HCG4B	6
ENSG00000196472	1	70047378	70048090	pseudogene		4
ENSG00000213393	-1	170772347	170772634	pseudogene		5
ENSG00000222627	-1	127793916	127794092	snRNA	RNU2-37P	3
ENSG00000224333	-1	32867710	32868716	pseudogene	GAPDHP20	1
ENSG00000244113	-1	17007810	17008397	pseudogene		8
ENSG00000229495	-1	79519432	79523020	lincRNA		6
ENSG00000239608	1	127794653	127797899	antisense	RUVBL1-AS1	3
ENSG00000251045	-1	134984273	134989624	lincRNA		5
ENSG00000223804	-1	143647638	143745417	lincRNA		1
ENSG00000230795	1	29894236	29897009	pseudogene	HLA-K	6
ENSG00000258763	-1	55828521	55979255	antisense		12
ENSG00000185631	1	128960935	128961349	pseudogene		2
ENSG00000271948	-1	17082473	17082978	lincRNA		8
ENSG00000239920	-1	5593552	5646126	antisense		11
ENSG00000212664	-1	71633466	71634086	pseudogene		15
ENSG00000227579	-1	177362423	177566844	lincRNA		1
ENSG00000212344	-1	127860718	127860820	snRNA	RNU6-823P	3
ENSG00000251969	-1	79671213	79671289	miRNA		6
ENSG00000264716	1	65926922	65927022	miRNA		3
ENSG00000242137	-1	121031818	121032351	pseudogene	RPL11P5	12
ENSG00000170396	1	185463093	185804219	protein_coding	ZNF804A	2
ENSG00000254249	-1	125048251	125052709	antisense		8
ENSG00000238393	-1	135048808	135048905	miRNA		5
ENSG00000269836	-1	17288320	17289285	antisense		19
ENSG00000105339	1	142127377	142205907	protein_coding	DENND3	8
ENSG00000267734	-1	87397882	87400574	lincRNA		1
ENSG00000221067	1	128081008	128081101	miRNA	MIR1280	3
ENSG00000270956	1	179405852	179406526	antisense		2
ENSG00000217512	-1	79777409	79777855	pseudogene		6
ENSG00000232665	-1	103891897	103892680	pseudogene	PHBP10	X
ENSG00000229228	-1	231727038	231747836	antisense	LINC00582	1
ENSG00000269480	-1	17317947	17318819	antisense		19
ENSG00000228877	1	137419028	137437090	lincRNA		9
ENSG00000223539	-1	135078151	135082045	pseudogene		5
ENSG00000232381	1	5740520	5741442	pseudogene	OR52U1P	11
ENSG00000224198	-1	87409368	87410425	antisense		1
ENSG00000253868	-1	125058314	125183763	antisense	FER1L6-AS2	8
ENSG00000242049	1	128182437	128191160	antisense	DNAJB8-AS1	3
ENSG00000182013	-1	46969748	46974820	protein_coding	PNMAL1	19
ENSG00000270277	1	179413611	179415408	antisense		2
ENSG00000256008	-1	121067908	121079394	antisense		12
ENSG00000266393	1	177522005	177522095	miRNA		1
ENSG00000250696	1	70047818	70082484	antisense		4
ENSG00000270362	1	79943435	79946514	antisense	HMGN3-AS1	6
ENSG00000125686	-1	37560538	37607539	protein_coding	MED1	17
ENSG00000271011	1	179441830	179442349	antisense		2
ENSG00000235251	-1	87510618	87511554	pseudogene		1
ENSG00000265740	1	170786121	170786414	misc_RNA	RN7SL339P	5
ENSG00000236720	1	177669659	177679465	lincRNA		1
ENSG00000215231	1	5034472	5070117	lincRNA	LINC01020	5
ENSG00000228078	1	29901878	29902063	pseudogene	HLA-U	6
ENSG00000214607	1	17327027	17329127	pseudogene	ADAM24P	8
ENSG00000270574	1	179443517	179445633	antisense		2
ENSG00000222986	1	231806381	231806496	snRNA	RNU5A-5P	1
ENSG00000260586	1	71634663	71640810	sense_intronic		15
ENSG00000244300	1	128208055	128221191	antisense		3
ENSG00000002822	-1	1855429	2272878	protein_coding	MAD1L1	7
ENSG00000225568	1	87511558	87512383	pseudogene		1
ENSG00000220154	-1	79987822	79988144	pseudogene		6
ENSG00000254256	1	170792599	170794697	pseudogene		5
ENSG00000250727	1	125154129	125155753	pseudogene		8
ENSG00000226758	1	232061580	232080979	sense_intronic	DISC1-IT1	1
ENSG00000237666	-1	107087255	107094125	pseudogene		2
ENSG00000227766	-1	29909852	29910844	pseudogene	HCG4P5	6
ENSG00000226116	-1	20024579	20033510	pseudogene	USP9YP6	Y
ENSG00000240344	-1	201735630	201754026	protein_coding	PPIL3	2
ENSG00000252813	1	71767826	71767901	miRNA		15
ENSG00000271762	-1	90608874	90610219	lincRNA		5
ENSG00000235152	1	232295837	232321389	lincRNA		1
ENSG00000271141	1	179481308	179481850	lincRNA		2
ENSG00000211962	-1	106967049	106967788	IG_V_gene	IGHV1-46	14
ENSG00000227150	1	137444584	137445743	lincRNA		9
ENSG00000252135	-1	143670468	143670602	snRNA	RNVU1-2	1
ENSG00000263840	-1	135136918	135137003	miRNA		5
ENSG00000235290	1	29924373	29926347	pseudogene	HLA-W	6
ENSG00000268803	-1	70081626	70082353	pseudogene		4
ENSG00000236372	-1	232310678	232315859	lincRNA		1
ENSG00000122970	1	110562140	110656602	protein_coding	IFT81	12
ENSG00000238825	-1	143673129	143673290	snRNA	RNU1-13P	1
ENSG00000265924	-1	135138674	135138764	miRNA	MIR5692C1	5
ENSG00000248554	1	43511160	43521913	antisense		5
ENSG00000223733	1	104048595	104049120	pseudogene	RPL18AP14	X
ENSG00000271401	1	179509444	179509906	lincRNA		2
ENSG00000201464	-1	80011680	80011783	misc_RNA		6
ENSG00000266290	-1	56154252	56160565	lincRNA		17
ENSG00000248240	1	43515376	43525412	antisense		5
ENSG00000224436	-1	232357684	232357920	pseudogene		1
ENSG00000217786	-1	80036285	80036924	pseudogene		6
ENSG00000267784	1	179588184	179591773	antisense		2
ENSG00000253885	1	125164164	125164674	pseudogene	ARF1P3	8
ENSG00000211964	-1	106993814	106994346	IG_V_gene	IGHV3-48	14
ENSG00000181109	1	5747732	5748694	pseudogene	OR52P1P	11
ENSG00000240388	1	90650295	90650751	pseudogene		5
ENSG00000242794	1	232358612	232358891	misc_RNA	RN7SL299P	1
ENSG00000229590	1	56234389	56235161	pseudogene	MSX2P1	17
ENSG00000266413	1	179641653	179644690	antisense		2
ENSG00000238382	1	232835950	232836054	snRNA	RNU6-1211P	1
ENSG00000254126	1	107103824	107123396	pseudogene	CD8BP	2
ENSG00000270850	1	32887580	32887920	pseudogene		1
ENSG00000231734	1	143687097	143720401	lincRNA		1
ENSG00000265520	-1	17539087	17539166	miRNA	MIR548V	8
ENSG00000229390	-1	29938578	29940241	pseudogene	MICD	6
ENSG00000204011	-1	137541231	137544689	antisense	COL5A1-AS1	9
ENSG00000218029	-1	80064160	80064430	pseudogene		6
ENSG00000225919	1	232853817	232857996	lincRNA		1
ENSG00000248092	-1	43571696	43603332	antisense	NNT-AS1	5
ENSG00000262048	-1	80115957	80116491	pseudogene		6
ENSG00000181819	1	104650318	104651710	pseudogene	KCTD9P2	X
ENSG00000076344	-1	318300	325980	protein_coding	RGS11	16
ENSG00000183304	-1	8758836	8769424	protein_coding	FAM9A	X
ENSG00000229259	-1	32888815	32892390	pseudogene	LRRC37A12P	1
ENSG00000241059	1	90651197	90651843	antisense		5
ENSG00000031544	1	72084977	72110600	processed_transcript	NR2E3	15
ENSG00000230838	1	216582766	216584147	lincRNA		2
ENSG00000254154	-1	177897923	178007142	processed_transcript		1
ENSG00000238542	-1	179696098	179696176	snRNA	RNU7-104P	2
ENSG00000236497	-1	232863000	232878461	lincRNA		1
ENSG00000238180	1	128975162	128975646	pseudogene		2
ENSG00000204625	1	29942889	29946183	lincRNA	HCG9	6
ENSG00000231533	1	80130014	80131022	lincRNA		6
ENSG00000231541	1	179866483	179867487	pseudogene	RPS6P2	2
ENSG00000214803	-1	125204912	125259639	lincRNA		8
ENSG00000146859	1	134832824	134850967	protein_coding	TMEM140	7
ENSG00000256364	-1	121134927	121137344	antisense		12
ENSG00000227748	1	147180317	147184217	lincRNA		6
ENSG00000267272	1	87595448	87634881	lincRNA	LINC01140	1
ENSG00000252561	1	3119524	3119652	snRNA	RNU1-125P	16
ENSG00000181017	1	5786326	5787279	pseudogene	OR56B2P	11
ENSG00000253168	1	17561497	17563696	antisense		8
ENSG00000206835	-1	232967763	232967933	snRNA	RNU1-74P	1
ENSG00000220999	-1	88762285	88762370	miRNA		2
ENSG00000216721	-1	216669454	216669704	pseudogene		2
ENSG00000187147	1	44870866	45117396	protein_coding	RNF220	1
ENSG00000239686	-1	55749014	55749361	pseudogene		14
ENSG00000265148	1	56402811	56493127	antisense	BZRAP1-AS1	17
ENSG00000017621	1	49019061	49024822	protein_coding	MAGIX	X
ENSG00000232175	1	233052981	233053764	pseudogene		1
ENSG00000212280	1	17605627	17605739	rRNA	RNA5SP256	8
ENSG00000251356	1	90772199	90772835	pseudogene	RAB5CP2	5
ENSG00000262370	-1	3126912	3137101	lincRNA		16
ENSG00000272397	-1	147269664	147272295	lincRNA		6
ENSG00000258469	1	55765362	55765949	pseudogene	CHMP4BP1	14
ENSG00000227824	1	216734646	216735241	lincRNA		2
ENSG00000263529	1	32923436	32923733	misc_RNA	RN7SL122P	1
ENSG00000253944	1	17658854	17718578	antisense		8
ENSG00000183629	-1	28764757	28778160	protein_coding	GOLGA8G	15
ENSG00000159596	1	46152886	46160115	protein_coding	TMEM69	1
ENSG00000102904	1	67840668	67866051	protein_coding	TSNAXIP1	16
ENSG00000249763	1	70108346	70116533	pseudogene		4
ENSG00000237576	1	69059176	69064856	antisense		2
ENSG00000252742	-1	129108403	129108501	misc_RNA		2
ENSG00000237558	1	20063469	20065380	pseudogene	CDY7P	Y
ENSG00000236502	-1	45167293	45169012	antisense	SIX3-AS1	2
ENSG00000206724	1	125272887	125272993	snRNA	RNU6-756P	8
ENSG00000196634	1	147480061	147502128	lincRNA		6
ENSG00000252000	-1	179887984	179888105	snoRNA		2
ENSG00000218748	-1	80146625	80146884	pseudogene	DBIP1	6
ENSG00000225420	1	88838238	88875128	antisense		2
ENSG00000200591	1	33105552	33105653	misc_RNA		1
ENSG00000231940	-1	233424614	233425193	pseudogene	RPS7P3	1
ENSG00000258455	-1	55792552	55806219	antisense		14
ENSG00000138326	1	79793518	79816570	protein_coding	RPS24	10
ENSG00000206864	-1	104920064	104920170	snRNA	RNU6-207P	X
ENSG00000236965	1	5821594	5822690	pseudogene	OR52N3P	11
ENSG00000264877	-1	137740819	137740966	miRNA		9
ENSG00000238379	-1	129202655	129202772	rRNA	RNA5SP103	2
ENSG00000253227	1	125283924	125289825	lincRNA		8
ENSG00000238339	-1	179990263	179990364	snoRNA		2
ENSG00000224409	-1	33183335	33190838	antisense		1
ENSG00000212055	-1	216743556	216743642	miRNA		2
